Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
High-technology exports (current US$),TX.VAL.TECH.CD,Nepal,NPL,..,..,2783697,816353,1909800,4400040,2850013,4241243,5993527,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Netherlands,NLD,..,..,84968209049,81608145294,87885622845,91097047679,69866168731,71152272667,78188526043,85690573245,87120587840,..
High-technology exports (current US$),TX.VAL.TECH.CD,New Caledonia,NCL,..,..,160695824,85540787,99288063,137707111,38232166,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,New Zealand,NZL,..,..,927315044,762607243,776231015,699198667,660943902,640393735,564489408,606940905,572752441,..
High-technology exports (current US$),TX.VAL.TECH.CD,Nicaragua,NIC,..,..,7559400,4660294,7987567,9951099,11891363,17030802,12612402,14952958,24126468,..
High-technology exports (current US$),TX.VAL.TECH.CD,Niger,NER,..,..,3285632,4743782,53489210,72921955,11881005,2506150,17879182,4597297,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Nigeria,NGA,..,..,40835778,81309415,93865047,150719079,509929276,7388348,18315636,41631961,85424676,..
High-technology exports (current US$),TX.VAL.TECH.CD,North Macedonia,MKD,..,..,129994717,117341815,122677707,130746438,125087059,82150897,186063939,234170143,252593569,..
High-technology exports (current US$),TX.VAL.TECH.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Norway,NOR,..,..,5394091752,5166856017,5383358032,5713622241,5051355645,4323546006,4272827826,4349108039,4636646551,..
High-technology exports (current US$),TX.VAL.TECH.CD,Oman,OMN,..,..,..,167104202,159946807,230872190,138986752,50129889,48362448,73302558,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Pakistan,PAK,..,..,330173896,316873000,354220535,264492175,267621853,311291847,362376598,380368407,400593305,..
High-technology exports (current US$),TX.VAL.TECH.CD,Palau,PLW,..,..,..,..,..,1105649,2231245,3509603,1277066,401591,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Panama,PAN,..,..,4877488001,1969956852,2031204424,752236127,655095419,923062482,1361750579,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Papua New Guinea,PNG,..,..,67790100,17574763,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Paraguay,PRY,..,..,59112923,56616781,66156749,62065736,50417841,60873339,62253535,102336648,76176090,..
High-technology exports (current US$),TX.VAL.TECH.CD,Peru,PER,..,..,322872161,202759364,203768303,206109067,224263734,187310528,212444388,210950542,179330470,..
High-technology exports (current US$),TX.VAL.TECH.CD,Philippines,PHL,..,..,..,..,..,..,..,..,33502479344,33903553364,35825933401,..
High-technology exports (current US$),TX.VAL.TECH.CD,Poland,POL,..,..,9701793641,10847206586,13842329476,17075505272,16877959173,17382613883,19261853887,22236772391,20354175965,..
High-technology exports (current US$),TX.VAL.TECH.CD,Portugal,PRT,..,..,1834211630,1919330026,2135760004,2315726875,2096407037,2457329643,2816236487,2978219490,3595047498,..
High-technology exports (current US$),TX.VAL.TECH.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Qatar,QAT,..,..,112596,218668,27939,33371,205330905,89506,292252,155183661,122141,..
High-technology exports (current US$),TX.VAL.TECH.CD,Romania,ROU,..,..,5673719563,3649893276,3679007733,4473329971,4437963902,5254485304,5558653635,6637140086,6994469377,..
High-technology exports (current US$),TX.VAL.TECH.CD,Russian Federation,RUS,..,..,5810785524,7797725492,9309774146,10482099237,11542728872,11290145982,10483802377,10183007833,10864829654,..
High-technology exports (current US$),TX.VAL.TECH.CD,Rwanda,RWA,..,..,3668156,1097404,2572498,6763640,8666024,5547309,3552188,3489244,6816497,..
High-technology exports (current US$),TX.VAL.TECH.CD,Samoa,WSM,..,..,365979,114963,210811,429821,146345,171154,74642,142117,105679,..
